Name,Team,Pos,GP,G,A,P,+/-,PIM,PPg,PPa,PPp,SHg,SHa,SHp,GWG,GT,FG,EN,SOG,Sh ,HT,GA,TA,FO,SB,2,5,Mi,Ma,GM,FI,FW,ATOI,APPT,APKT,+,-,FS,Av R,
Tomás Tatár,Vancouver,LW/RW,19,4,1,5,-9,4,0,0,0,0,0,0,1,0,0,0,28,14.3,0,4,2,0,5,2,0,0,0,0,0,0,13:16,0:00,0:00,7,16,0,6.79,
Anton Lundell,Ottawa,C/LW,6,3,2,5,2,0,0,2,2,0,0,0,0,0,1,0,20,15.0,2,2,10,0.46,1,0,0,0,0,0,0,0,17:00,1:20,0:00,5,3,0,6.83,
Cole Sillinger,Columbus,C,9,3,2,5,-2,0,0,0,0,0,0,0,0,0,0,0,16,18.8,1,2,11,0.39,7,0,0,0,0,0,0,0,12:18,0:00,0:00,6,8,0,6.44,
Kris Letang,Pittsburgh,RD/LD,4,3,2,5,-2,2,1,1,2,0,0,0,0,0,0,0,23,13.0,5,3,12,0,8,1,0,0,0,0,0,0,27:00,1:58,1:00,6,8,0,8.75,
Marcus Almquist,Buffalo,RW,8,2,3,5,4,0,0,0,0,0,0,0,0,0,0,0,33,6.1,0,2,1,0,1,0,0,0,0,0,0,0,14:37,0:00,0:00,9,5,0,7.13,
Anthony Beauvillier,Chicago,LW/RW/C,7,2,3,5,0,0,0,0,0,0,0,0,1,0,0,0,12,16.7,0,1,2,0,10,0,0,0,0,0,0,0,13:31,0:00,0:00,4,4,0,7.71,
Nikita Alexandrov,NY Islanders,C,7,2,3,5,-2,0,0,0,0,0,0,0,0,0,0,0,10,20.0,0,0,0,0.29,3,0,0,0,0,0,0,0,13:21,0:00,0:00,4,6,0,6.43,
Mathieu Joseph,Tampa Bay,RW/LW,6,2,3,5,-4,0,0,0,0,0,0,0,0,0,0,0,24,8.3,1,5,0,0,3,0,0,0,0,0,0,0,16:02,0:10,0:00,4,8,0,7.00,
Serron Noel,Florida,RW,8,2,3,5,6,2,0,0,0,0,0,0,0,0,0,0,15,13.3,0,1,3,0,4,1,0,0,0,0,0,0,14:15,0:00,0:00,9,3,0,7.50,
Alex Iafallo,Colorado,LW/C,10,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,30,6.7,1,1,10,0,8,1,0,0,0,0,0,0,15:46,0:00,0:00,7,7,0,7.40,
Brayden Schenn,St. Louis,LW/C/RW,6,2,3,5,-1,2,0,0,0,0,0,0,0,0,0,0,15,13.3,0,3,7,0.00,5,1,0,0,0,0,0,0,15:39,0:20,0:20,5,6,1,7.00,
Tage Thompson,Buffalo,RW/C,12,2,3,5,-6,2,0,0,0,0,0,0,0,0,0,0,14,14.3,0,4,17,0,4,1,0,0,0,0,0,0,14:22,0:00,0:32,5,11,0,6.75,
Vince Hinostroza,Carolina,RW/LW/C,16,2,3,5,-5,4,0,0,0,0,0,0,0,0,0,0,20,10.0,0,0,3,0,4,2,0,0,0,0,0,0,12:22,0:00,0:00,6,11,0,6.63,
Dante Fabbro,Tampa Bay,RD,6,1,4,5,4,0,0,1,1,0,0,0,0,0,0,0,12,8.3,3,1,26,0,3,0,0,0,0,0,0,0,18:50,1:10,1:37,9,5,0,7.83,
Samuel Girard,Colorado,LD/RD,10,1,4,5,3,0,0,0,0,0,0,0,0,0,0,0,22,4.5,0,3,29,0,26,0,0,0,0,0,0,0,29:18,2:22,0:57,15,12,0,8.20,
Owen Lindmark,NY Islanders,RW/C,7,1,4,5,2,0,0,2,2,0,0,0,0,0,0,0,25,4.0,0,2,1,0,7,0,0,0,0,0,0,0,19:00,1:34,1:23,7,5,0,7.43,
Vladimir Tarasenko,St. Louis,RW,6,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,25,4.0,0,1,4,0.00,2,0,0,0,0,0,0,0,17:26,0:38,1:30,7,6,0,7.50,
Sam Bennett,Columbus,LW/C/RW,9,1,4,5,-5,0,0,0,0,0,0,0,1,0,1,0,14,7.1,5,0,3,0.00,3,0,0,0,0,0,0,0,14:00,0:00,0:56,5,10,0,6.89,
William Lockwood,Vancouver,RW/LW,19,1,4,5,-5,0,0,0,0,0,0,0,1,0,0,0,32,3.1,0,2,25,0,17,0,0,0,0,0,0,0,14:21,0:00,1:30,10,15,0,6.74,
Sami Vatanen,Buffalo,RD,12,1,4,5,0,4,0,0,0,0,0,0,0,0,0,0,31,3.2,1,12,26,0,22,2,0,0,0,0,0,0,21:43,0:50,0:24,12,12,0,7.17,
Zach Werenski,Columbus,LD,9,1,4,5,-5,14,0,1,1,0,0,0,0,0,0,0,24,4.2,5,3,38,0,8,2,0,1,0,0,0,0,26:59,1:32,0:26,9,14,0,7.11,
Mathew Barzal,NY Islanders,C,7,0,5,5,3,0,0,1,1,0,0,0,0,0,0,0,15,0.0,0,1,9,0.49,3,0,0,0,0,0,0,0,17:00,0:53,0:25,8,5,0,7.29,
Ryan Murray,Columbus,LD/RD,9,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,13,0.0,4,6,32,0,15,3,0,0,0,0,0,0,19:08,0:18,0:28,13,13,0,7.11,
Phil Kessel,Colorado,RW,10,3,1,4,-2,2,0,0,0,0,0,0,0,0,1,0,22,13.6,1,2,0,0,10,1,0,0,0,0,0,0,16:46,1:16,0:00,6,8,1,6.90,
Alex Galchenyuk,St. Louis,LW/C/RW,6,3,1,4,0,4,0,0,0,0,0,0,0,0,0,0,23,13.0,0,0,7,0.00,6,2,0,0,0,0,0,0,15:10,0:38,0:20,5,5,1,7.67,
Sargon Burström,Buffalo,RW,8,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,15,13.3,0,2,0,0,2,0,0,0,0,0,0,0,15:07,0:00,0:00,5,4,0,7.00,
Micke Osmanovic,Cleveland,C,9,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,15,13.3,2,2,1,0.44,5,0,0,0,0,0,0,0,15:05,0:00,0:00,8,7,0,6.22,
Joonas Donskoi,San Jose,RW/LW,4,2,2,4,-1,0,0,0,0,0,0,0,0,0,0,0,8,25.0,0,1,5,0,0,0,0,0,0,0,0,0,15:23,0:00,0:00,4,5,1,7.50,
Alexander Wennberg,Tampa Bay,C,6,2,2,4,-3,0,0,0,0,0,0,0,0,0,0,0,6,33.3,0,0,1,0.43,4,0,0,0,0,0,0,0,14:55,0:00,0:33,5,8,0,6.50,
Dylan Cozens,St. Louis,C,6,2,2,4,0,2,0,0,0,0,0,0,1,0,0,0,13,15.4,0,3,15,0.55,7,1,0,0,0,0,0,0,16:41,0:37,1:40,5,5,0,6.83,
Jaccob Slavin,NY Islanders,LD,7,2,2,4,-3,2,1,0,1,0,0,0,0,0,1,0,9,22.2,4,3,22,0,13,1,0,0,0,0,0,0,23:07,0:42,1:56,9,12,0,7.14,
Jeremy Bracco,Colorado,RW,10,2,2,4,-5,2,0,0,0,0,0,0,0,0,0,0,18,11.1,0,1,0,0,0,1,0,0,0,0,0,0,13:50,0:00,0:00,5,10,0,6.70,
Kevin Hayes,Carolina,C/LW,16,2,2,4,-13,8,0,0,0,0,0,0,0,0,0,0,22,9.1,0,3,12,0.44,15,4,0,0,0,0,0,0,14:19,0:00,1:03,6,19,0,6.13,
Pierre-Olivier Joseph,Pittsburgh,LD,4,2,2,4,-2,12,1,1,2,0,0,0,0,0,0,0,14,14.3,2,0,2,0,7,1,0,1,0,0,0,0,25:12,2:03,0:06,6,8,0,8.00,
Tomás Hertl,Dallas,C/LW,4,1,3,4,2,0,0,1,1,0,0,0,0,0,0,0,7,14.3,0,0,6,0.66,4,0,0,0,0,0,0,0,20:00,0:58,1:23,5,3,0,7.50,
Raphaël Kuster,Colorado,C,10,1,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,18,5.6,0,1,5,0.51,9,0,0,0,0,0,0,0,15:21,0:00,0:00,7,8,0,6.30,
Jesper Boqvist,Tampa Bay,C/LW,6,1,3,4,-2,0,0,0,0,0,0,0,0,0,0,0,14,7.1,0,1,3,0.56,1,0,0,0,0,0,0,0,14:10,0:00,0:00,4,6,0,7.00,
Blake Wheeler,Pittsburgh,RW,4,1,3,4,-2,0,0,0,0,0,0,0,0,0,1,0,8,12.5,8,1,1,0,4,0,0,0,0,0,0,0,17:48,0:00,1:00,4,6,0,7.50,
Jack Rathbone,Chicago,LD/RD,15,1,3,4,-3,0,0,0,0,0,0,0,0,0,0,0,28,3.6,0,6,9,0,13,0,0,0,0,0,0,0,19:18,0:02,0:02,18,21,0,7.13,
Rubio Pawloski,Pittsburgh,C,4,1,3,4,-3,0,0,1,1,0,0,0,0,0,0,0,13,7.7,3,0,1,0.68,2,0,0,0,0,0,0,0,16:15,1:54,0:00,3,6,0,8.00,
Rickard Rakell,Winnipeg,LW/C/RW,5,1,3,4,-4,0,0,1,1,0,0,0,0,0,0,0,18,5.6,1,0,8,0.20,3,0,0,0,0,0,0,0,18:27,0:59,1:09,4,8,0,7.00,
Henri Jokiharju,Tampa Bay,RD/LD,6,1,3,4,3,2,0,0,0,0,0,0,0,0,0,0,13,7.7,13,2,17,0,9,1,0,0,0,0,0,0,29:11,0:24,0:30,10,7,0,8.00,
Luke Green,Columbus,RD/LD,9,1,3,4,0,2,0,0,0,0,0,0,0,0,1,0,10,10.0,0,3,10,0,12,1,0,0,0,0,0,0,17:46,0:33,0:16,9,9,0,6.78,
Mitchell Stephens,Colorado,C,10,1,3,4,-2,2,0,0,0,0,0,0,0,0,0,0,13,7.7,1,1,7,0.49,6,1,0,0,0,0,0,0,14:10,0:00,0:00,5,7,0,6.20,
Rasmus Dahlin,Buffalo,LD,12,1,3,4,-4,2,1,1,2,0,0,0,0,0,0,0,30,3.3,1,10,26,0,18,1,0,0,0,0,0,0,29:00,1:34,1:10,16,20,0,6.92,
Artemi Knyazev,San Jose,LD/RD,14,1,3,4,10,10,0,1,1,0,0,0,0,0,0,0,29,3.4,1,7,2,0,19,5,0,0,0,0,0,0,20:25,1:30,1:40,21,11,0,7.36,
Julius Honka,Buffalo,RD/LD,8,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,4,5,0,4,0,0,0,0,0,0,0,15:11,0:00,0:04,9,4,0,7.25,
Bowen Byram,Colorado,LD,7,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1,0,9,0,7,0,0,0,0,0,0,0,16:08,0:06,0:26,10,7,0,7.29,
Brandon Carlo,Colorado,RD,10,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0.0,2,5,27,0,16,0,0,0,0,0,0,0,18:33,0:00,0:50,10,8,0,6.80,
Sebastian Aho,NY Islanders,LD/RD,7,0,4,4,0,0,0,2,2,0,0,0,0,0,0,0,16,0.0,0,2,3,0,5,0,0,0,0,0,0,0,22:08,1:49,1:17,7,7,0,6.71,
Graham Lillibridge,Edmonton,LD/RD,7,0,4,4,-1,0,0,1,1,0,0,0,0,0,0,0,12,0.0,1,0,29,0,14,0,0,0,0,0,0,0,23:25,2:34,0:08,6,7,1,7.43,
Drayson Lombardi,Wilkes-Barre/Scranton,RW,4,0,4,4,-2,0,0,2,2,0,0,0,0,0,0,0,21,0.0,2,0,0,0,0,0,0,0,0,0,0,0,17:00,1:54,0:00,3,5,0,7.75,
Josh Mahura,Edmonton,LD,7,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,9,0.0,16,4,23,0,17,1,0,0,0,0,0,0,21:34,0:26,1:12,11,7,0,7.43,
Sam Reinhart,Tampa Bay,C/RW,6,0,4,4,-5,2,0,0,0,0,0,0,0,0,0,0,14,0.0,3,2,8,0.41,8,1,0,0,0,0,0,0,19:08,1:44,1:45,4,9,0,6.50,
Josh Teves,Vancouver,LD,19,0,4,4,-10,2,0,0,0,0,0,0,0,0,0,0,25,0.0,0,7,10,0,31,1,0,0,0,0,0,0,15:50,0:40,0:05,11,21,0,6.74,
Victor Hedman,St. Louis,LD,6,0,4,4,5,4,0,0,0,0,0,0,0,0,0,0,5,0.0,0,4,24,0,14,2,0,0,0,0,0,0,23:20,0:50,1:34,11,6,0,7.67,
Roman Josi,Carolina,LD,15,0,4,4,-2,4,0,0,0,0,0,0,0,0,0,0,28,0.0,4,4,40,0,26,2,0,0,0,0,0,0,22:00,1:09,1:19,15,17,0,7.07,
Torey Krug,Buffalo,LD/RD,12,0,4,4,-3,6,0,0,0,0,0,0,0,0,0,0,25,0.0,0,3,19,0,16,3,0,0,0,0,0,0,25:16,0:47,0:49,13,16,0,6.92,
Evgeni Malkin,Carolina,C,16,0,4,4,-8,6,0,0,0,0,0,0,0,0,0,0,16,0.0,2,1,27,0.64,4,3,0,0,0,0,0,0,12:52,0:00,0:18,6,14,0,6.69,
Alexander Votinov,San Jose,LD,14,0,4,4,-8,8,0,1,1,0,0,0,0,0,0,0,8,0.0,0,4,5,0,11,4,0,0,0,0,0,0,15:55,0:42,0:08,6,14,0,6.43,
Colin White,Ottawa,RW/C,6,3,0,3,2,0,1,0,1,0,0,0,0,0,1,0,14,21.4,2,2,4,0.08,7,0,0,0,0,0,0,0,17:27,1:25,1:25,4,2,0,7.33,
Josh Anderson,Columbus,RW,8,3,0,3,-4,0,1,0,1,0,0,0,0,0,1,0,31,9.7,8,2,4,0.00,5,0,0,0,0,0,0,0,15:21,1:13,0:23,5,9,0,7.25,
Matt Duchene,Pittsburgh,C/RW,4,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,28.6,2,1,1,0.57,2,0,0,0,0,0,0,0,16:19,0:45,0:45,5,4,0,7.00,
Adrian Kempe,St. Louis,C/LW/RW,6,2,1,3,1,0,0,0,0,0,0,0,1,0,1,0,9,22.2,0,2,0,0.45,3,0,0,0,0,0,0,0,15:45,0:00,0:48,5,4,0,6.33,
Fabian Zetterlund,Tampa Bay,RW,6,2,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,12,16.7,0,1,1,0,1,0,0,0,0,0,0,0,13:44,0:00,0:00,4,6,0,6.50,
Ryan O'Reilly,Pittsburgh,C,4,2,1,3,-4,0,0,0,0,0,0,0,0,0,0,0,11,18.2,4,0,4,0.64,5,0,0,0,0,0,0,0,16:54,0:45,1:10,2,6,0,7.50,
Nick Ritchie,St. Louis,LW,6,2,1,3,4,2,0,0,0,0,0,0,0,0,1,0,15,13.3,0,1,8,0,3,1,0,0,0,0,0,0,14:15,0:00,0:00,8,4,0,7.50,
Michael McLeod,Dallas,C,4,2,1,3,-4,2,1,0,1,0,0,0,0,0,0,0,18,11.1,0,1,4,0.64,7,1,0,0,0,0,0,0,20:15,2:00,2:11,4,8,0,6.75,
Samuel Fagemo,Tampa Bay,LW/RW,6,2,1,3,-2,4,1,0,1,0,0,0,1,0,0,0,25,8.0,2,1,1,0.00,2,2,0,0,0,0,0,0,18:49,2:10,0:40,4,6,0,7.00,
Robert Thomas,Winnipeg,RW/C,5,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,4,25.0,0,0,2,0,1,0,0,0,0,0,0,0,15:12,0:00,0:00,3,1,0,6.80,
Denis Malgin,Ottawa,RW/LW/C,6,1,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,13,7.7,0,0,3,0,2,0,0,0,0,0,0,0,16:00,0:40,0:05,4,5,0,7.17,
Saikou Wargh,Columbus,LW,6,1,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,4,25.0,4,0,0,0,2,0,0,0,0,0,0,0,12:47,0:00,0:00,4,5,0,7.17,
Jack Smith,Winnipeg,C,5,1,2,3,-2,0,0,0,0,0,0,0,0,0,0,0,1,100.0,0,0,0,0,2,0,0,0,0,0,0,0,15:12,0:00,0:00,3,5,0,5.60,
Zach Solow,Vancouver,C,8,1,2,3,-3,0,0,0,0,0,0,0,0,0,0,0,11,9.1,0,2,2,0.23,1,0,0,0,0,0,0,0,13:11,0:00,0:00,4,7,0,5.88,
Drew Doughty,Tampa Bay,RD/LD,6,1,2,3,-4,0,0,1,1,0,0,0,0,0,0,0,20,5.0,1,4,26,0,15,0,0,0,0,0,0,0,29:50,1:50,1:00,9,13,0,7.50,
Thomas Chabot,Ottawa,LD,6,1,2,3,-5,0,1,2,3,0,0,0,1,0,0,0,8,12.5,1,4,17,0,6,0,0,0,0,0,0,0,24:00,1:10,1:10,2,7,0,6.83,
Kyle Daoud,Utica,LD,17,1,2,3,-16,0,0,0,0,0,0,0,1,0,0,0,17,5.9,0,6,4,0,11,0,0,0,0,0,0,0,15:38,0:00,0:07,8,24,0,6.12,
Evgeny Svechnikov,St. Louis,RW/LW,6,1,2,3,-1,2,0,0,0,0,0,0,0,0,0,0,18,5.6,0,1,2,0,3,1,0,0,0,0,0,0,14:40,0:00,0:00,4,5,0,7.00,
Seth Jones,Columbus,RD,9,1,2,3,-1,2,0,0,0,0,0,0,0,0,0,0,19,5.3,5,4,25,0,14,1,0,0,0,0,0,0,26:59,1:19,0:46,15,16,0,7.22,
Alex Newhook,Vancouver,C,8,1,2,3,-4,2,0,0,0,0,0,0,0,0,0,0,12,8.3,0,1,4,0.31,9,1,0,0,0,0,0,0,12:49,0:00,0:00,3,7,0,6.00,
Shea Theodore,Buffalo,RD/LD,12,1,2,3,1,4,1,1,2,0,0,0,0,0,0,0,29,3.4,1,4,32,0,14,2,0,0,0,0,0,0,21:45,1:45,0:40,8,7,0,7.42,
Robby Fabbri,Chicago,LW/C,11,1,2,3,-2,4,0,0,0,0,0,0,1,0,0,0,30,3.3,0,2,3,0,3,2,0,0,0,0,0,0,14:23,0:00,0:00,8,10,0,7.18,
Raphaël Lavoie,NY Islanders,RW/C,7,1,2,3,-8,4,0,0,0,0,0,0,0,0,0,0,7,14.3,1,6,3,0,5,2,0,0,0,0,0,0,15:51,0:00,1:32,3,11,0,6.29,
Jesperi Kotkaniemi,Tampa Bay,C,4,1,2,3,-1,17,0,0,0,0,0,0,0,0,0,0,7,14.3,0,1,1,0.00,0,1,1,0,1,0,0,0,13:25,0:42,0:14,3,4,0,6.25,
Tyler Johnson,Colorado,RW/C,10,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,19,0.0,1,1,4,0.33,6,0,0,0,0,0,0,0,16:14,1:16,0:02,9,5,0,6.90,
Jake Debrusk,Winnipeg,LW,5,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,2,2,0,0,0,0,0,0,0,0,0,15:47,0:00,0:00,3,2,0,6.80,
Noah Dobson,NY Islanders,RD/LD,7,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,1,6,0,15,0,0,0,0,0,0,0,22:12,0:58,1:34,6,5,1,7.43,
Kevin Labanc,Ottawa,RW/LW,6,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,2,2,0.00,4,0,0,0,0,0,0,0,16:40,0:40,1:10,4,3,0,7.17,
Maxime Comtois,NY Islanders,LW,7,0,3,3,-7,0,0,0,0,0,0,0,0,0,0,0,10,0.0,0,0,4,0,1,0,0,0,0,0,0,0,14:39,0:00,0:00,3,10,0,6.71,
Jakob Forsbacka-Karlsson,Buffalo,C/LW,12,0,3,3,-7,0,0,0,0,0,0,0,0,0,0,0,18,0.0,1,4,21,0.58,0,0,0,0,0,0,0,0,14:50,0:00,1:00,3,10,0,6.83,
Ryan McDonagh,St. Louis,LD/RD,6,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,9,0.0,0,3,15,0,6,1,0,0,0,0,0,0,19:30,0:07,0:20,9,9,0,7.00,
Artturi Lehkonen,Winnipeg,LW/RW,5,0,3,3,-1,2,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,1,0.12,1,1,0,0,0,0,0,0,16:24,0:00,0:00,3,4,0,6.40,
Dmitry Orlov,Carolina,LD,16,0,3,3,7,4,0,0,0,0,0,0,0,0,0,0,24,0.0,1,4,56,0,14,2,0,0,0,0,0,0,21:07,0:22,0:02,22,15,0,7.06,
Devon Toews,NY Islanders,LD,7,0,3,3,-1,6,0,0,0,0,0,0,0,0,0,0,6,0.0,0,2,9,0,10,3,0,0,0,0,0,0,20:41,0:00,0:19,7,8,0,7.00,
Pavel Zacha,Winnipeg,C/LW,5,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,12,16.7,0,2,3,0.38,4,0,0,0,0,0,0,0,15:45,0:00,0:00,3,3,0,6.20,
Luke Kunin,Colorado,RW/C,9,2,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,22,9.1,0,1,1,0,4,0,0,0,0,0,0,0,13:20,0:00,0:00,6,8,0,7.00,
Drake Batherson,Ottawa,C,6,2,0,2,-5,0,0,0,0,0,0,0,0,0,0,0,15,13.3,1,0,1,0.42,3,0,0,0,0,0,0,0,14:29,0:40,0:00,3,8,0,6.33,
Rem Pitlick,Winnipeg,C,5,2,0,2,-9,0,1,0,1,0,0,0,0,0,0,0,9,22.2,0,0,0,0.43,2,0,0,0,0,0,0,0,16:45,0:23,0:00,2,11,0,5.60,
Brent Burns,Edmonton,RD,7,2,0,2,0,2,1,0,1,0,0,0,0,0,0,0,18,11.1,1,1,23,0,10,1,0,0,0,0,0,0,23:25,2:51,0:55,10,10,0,7.00,
Brady Tkachuk,Ottawa,LW,6,2,0,2,-1,2,1,0,1,0,0,0,0,0,0,0,11,18.2,4,1,6,0,6,1,0,0,0,0,0,0,17:14,1:19,1:10,4,5,0,7.17,
Ty Dellandrea,Buffalo,C,9,2,0,2,-5,2,0,0,0,0,0,0,0,0,1,0,8,25.0,1,1,9,0.42,4,1,0,0,0,0,0,0,14:41,0:00,0:00,4,9,0,5.33,
Jean-Edouard Bedin,NY Islanders,C,7,2,0,2,-8,4,0,0,0,0,0,0,0,0,0,0,13,15.4,0,0,0,0.35,5,2,0,0,0,0,0,0,14:06,0:00,0:00,3,11,0,5.86,
Mark Scheifele,Winnipeg,C/LW,5,1,1,2,0,0,1,0,1,0,0,0,0,0,1,0,8,12.5,0,0,11,0.56,7,0,0,0,0,0,0,0,18:12,0:57,1:48,2,2,0,6.80,
Liam Foudy,Pittsburgh,C/LW,4,1,1,2,-1,0,1,0,1,0,0,0,0,0,0,0,7,14.3,3,0,0,0,0,0,0,0,0,0,0,0,12:45,0:43,0:00,3,4,0,7.00,
Sami Niku,Winnipeg,LD/RD,5,1,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,5,20.0,0,1,1,0,5,0,0,0,0,0,0,0,19:55,0:00,0:24,4,5,0,6.80,
Filip Forsberg,Winnipeg,LW/RW,5,1,1,2,-2,0,0,1,1,0,0,0,0,0,0,0,27,3.7,0,1,6,0,6,0,0,0,0,0,0,0,17:31,0:23,2:02,1,3,0,7.40,
Danny Weight,Columbus,LW/C,3,1,1,2,-2,0,0,0,0,0,0,0,0,0,1,0,4,25.0,0,1,0,0,1,0,0,0,0,0,0,0,15:30,0:00,0:00,2,4,0,6.67,
Connor Brown,Ottawa,RW,5,1,1,2,-3,0,0,0,0,0,0,0,0,0,0,0,8,12.5,0,2,4,0,0,0,0,0,0,0,0,0,12:31,0:00,0:00,2,5,0,7.00,
Mac Reagan,Dallas,LW,4,1,1,2,-3,0,0,0,0,0,0,0,0,0,0,0,12,8.3,0,0,1,0,0,0,0,0,0,0,0,0,18:00,0:44,1:11,2,5,0,7.00,
Kaden Bohlsen,Edmonton,RW/C,7,1,1,2,-3,0,0,0,0,0,0,0,0,0,0,0,13,7.7,0,0,8,0,8,0,0,0,0,0,0,0,13:34,0:00,0:00,2,5,0,6.43,
Warren Foegele,Winnipeg,LW,5,1,1,2,-5,0,0,1,1,0,0,0,0,0,0,0,6,16.7,0,1,3,0.50,6,0,0,0,0,0,0,0,16:18,0:22,0:00,2,7,0,6.60,
Oliver Wahlstrom,Pittsburgh,RW/LW,4,1,1,2,-7,0,1,0,1,0,0,0,0,0,0,0,28,3.6,7,0,1,0,2,0,0,0,0,0,0,0,18:54,1:55,0:00,2,9,0,7.00,
Alexander Barabanov,Winnipeg,RW,5,1,1,2,-8,2,0,0,0,0,0,0,0,0,0,0,18,5.6,1,0,1,0,0,1,0,0,0,0,0,0,15:48,0:57,0:00,3,11,0,6.20,
Akil Thomas,Edmonton,C,7,1,1,2,-3,8,0,0,0,0,0,0,0,0,1,0,10,10.0,0,3,8,0.47,9,4,0,0,0,0,0,0,13:59,0:00,0:00,2,5,0,6.14,
Cale Makar,St. Louis,RD/LD,6,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,2,10,0,12,0,0,0,0,0,0,0,20:17,0:40,0:00,8,6,0,7.33,
Simon Holmström,NY Islanders,RW,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0,0,1,0,2,0,0,0,0,0,0,0,13:34,0:00,0:00,4,4,0,7.14,
Jacob Bernard-Docker,Ottawa,RD,6,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,2,0,5,0,0,0,0,0,0,0,15:39,0:00,0:04,5,6,0,6.33,
Drew Helleson,Ottawa,RD/LD,6,0,2,2,-1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,2,13,0,4,0,0,0,0,0,0,0,16:40,0:00,0:30,3,4,0,6.67,
Dougie Hamilton,Dallas,RD,4,0,2,2,-2,0,0,1,1,0,0,0,0,0,0,0,10,0.0,2,1,2,0,5,0,0,0,0,0,0,0,24:45,2:14,1:28,4,6,0,7.25,
Gavin Bayreuther,Dallas,LD,4,0,2,2,-3,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,2,3,0,5,0,0,0,0,0,0,0,20:59,0:52,0:00,4,7,0,7.50,
Jake Guentzel,Pittsburgh,RW/LW/C,4,0,2,2,-5,0,0,0,0,0,0,0,0,0,0,0,13,0.0,1,0,0,0,1,0,0,0,0,0,0,0,17:11,0:45,0:12,3,8,0,7.00,
Harri Niemenmaa,Ottawa,LD,6,0,2,2,-5,0,0,0,0,0,0,0,0,0,0,0,11,0.0,1,0,8,0,11,0,0,0,0,0,0,0,18:58,0:40,1:04,5,10,0,7.00,
Mason McTavish,Wilkes-Barre/Scranton,C/RW,4,0,2,2,-6,0,0,0,0,0,0,0,0,0,0,0,7,0.0,2,0,0,0.71,0,0,0,0,0,0,0,0,13:42,0:00,0:00,1,7,0,6.50,
Riley Sutter,Edmonton,RW/LW,7,0,2,2,-9,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0,2,11,0,4,0,0,0,0,0,0,0,14:21,0:00,0:00,2,11,0,6.29,
Alex Pietrangelo,St. Louis,RD,6,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,9,0.0,0,0,18,0,7,1,0,0,0,0,0,0,21:17,0:15,1:51,9,8,0,7.17,
Ben Hutton,Pittsburgh,LD,4,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,9,0.0,3,0,6,0,8,1,0,0,0,0,0,0,17:24,0:00,0:40,3,3,0,7.75,
Jake Lee,Edmonton,LD,7,0,2,2,-9,2,0,0,0,0,0,0,0,0,0,0,8,0.0,1,4,31,0,13,1,0,0,0,0,0,0,21:17,0:10,1:17,8,17,0,6.29,
Bode Wilde,NY Islanders,RD/LD,7,0,2,2,-5,4,0,0,0,0,0,0,0,0,0,0,7,0.0,0,3,3,0,8,2,0,0,0,0,0,0,22:17,1:25,1:03,9,14,0,6.14,
Jérémy Roy,San Jose,RD/LD,14,0,2,2,-10,6,0,0,0,0,0,0,0,0,0,0,13,0.0,2,6,6,0,33,3,0,0,0,0,0,0,17:11,0:00,1:11,8,18,0,6.57,
Frédéric Allard,Ottawa,RD,6,0,2,2,-5,8,0,0,0,0,0,0,0,0,0,0,10,0.0,1,2,6,0,2,4,0,0,0,0,0,0,20:58,0:50,0:34,5,10,0,6.33,
